"","season","date","team","game_num"
"638","2005-2006","2005-12-15","DEN",23
"639","2005-2006","2005-12-15","HOU",21
"640","2005-2006","2005-12-15","MIN",21
"641","2005-2006","2005-12-15","OKC",21
"642","2005-2006","2005-12-15","SAS",22
"643","2005-2006","2005-12-16","ATL",22
"644","2005-2006","2005-12-16","BOS",22
"645","2005-2006","2005-12-16","BRK",22
"646","2005-2006","2005-12-16","CHI",22
"647","2005-2006","2005-12-16","DAL",23
"648","2005-2006","2005-12-16","DEN",24
"649","2005-2006","2005-12-16","DET",20
"650","2005-2006","2005-12-16","GSW",23
"651","2005-2006","2005-12-16","IND",21
"652","2005-2006","2005-12-16","LAL",23
"653","2005-2006","2005-12-16","MIA",24
"654","2005-2006","2005-12-16","MIL",21
"655","2005-2006","2005-12-16","NOH",23
"656","2005-2006","2005-12-16","NYK",22
"657","2005-2006","2005-12-16","OKC",22
"658","2005-2006","2005-12-16","ORL",21
"659","2005-2006","2005-12-16","PHI",24
"660","2005-2006","2005-12-16","PHO",22
"661","2005-2006","2005-12-16","POR",22
"662","2005-2006","2005-12-16","TOR",23
"663","2005-2006","2005-12-16","UTA",23
"664","2005-2006","2005-12-16","WAS",21
"665","2005-2006","2005-12-17","BOS",23
"666","2005-2006","2005-12-17","CHA",24
"667","2005-2006","2005-12-17","CHI",23
"668","2005-2006","2005-12-17","CLE",22
"669","2005-2006","2005-12-17","DET",21
"670","2005-2006","2005-12-17","HOU",22
"671","2005-2006","2005-12-17","IND",22
"672","2005-2006","2005-12-17","LAC",23
"673","2005-2006","2005-12-17","MEM",22
"674","2005-2006","2005-12-17","MIA",25
"675","2005-2006","2005-12-17","MIL",22
"676","2005-2006","2005-12-17","NYK",23
"677","2005-2006","2005-12-17","PHO",23
"678","2005-2006","2005-12-17","SAC",24
"679","2005-2006","2005-12-17","SAS",23
"680","2005-2006","2005-12-17","UTA",24
"681","2005-2006","2005-12-18","ATL",23
"682","2005-2006","2005-12-18","BRK",23
"683","2005-2006","2005-12-18","DAL",24
"684","2005-2006","2005-12-18","DEN",25
"685","2005-2006","2005-12-18","GSW",24
"686","2005-2006","2005-12-18","HOU",23
"687","2005-2006","2005-12-18","LAL",24
"688","2005-2006","2005-12-18","MIN",22
"689","2005-2006","2005-12-18","NOH",24
"690","2005-2006","2005-12-18","PHI",25
"691","2005-2006","2005-12-18","POR",23
"692","2005-2006","2005-12-18","SAS",24
"693","2005-2006","2005-12-18","TOR",24
"694","2005-2006","2005-12-18","WAS",22
"695","2005-2006","2005-12-19","BOS",24
"696","2005-2006","2005-12-19","CHA",25
"697","2005-2006","2005-12-19","DET",22
"698","2005-2006","2005-12-19","GSW",25
"699","2005-2006","2005-12-19","MEM",23
"700","2005-2006","2005-12-19","OKC",23
"701","2005-2006","2005-12-19","ORL",22
"702","2005-2006","2005-12-19","SAC",25
"703","2005-2006","2005-12-19","TOR",25
"704","2005-2006","2005-12-19","WAS",23
"705","2005-2006","2005-12-20","ATL",24
"706","2005-2006","2005-12-20","BRK",24
"707","2005-2006","2005-12-20","CHA",26
"708","2005-2006","2005-12-20","CHI",24
"709","2005-2006","2005-12-20","CLE",23
"710","2005-2006","2005-12-20","DAL",25
"711","2005-2006","2005-12-20","DET",23
"712","2005-2006","2005-12-20","LAC",24
"713","2005-2006","2005-12-20","LAL",25
"714","2005-2006","2005-12-20","MIA",26
"715","2005-2006","2005-12-20","MIL",23
"716","2005-2006","2005-12-20","OKC",24
"717","2005-2006","2005-12-20","PHO",24
"718","2005-2006","2005-12-20","POR",24
"719","2005-2006","2005-12-20","SAS",25
"720","2005-2006","2005-12-20","UTA",25
"721","2005-2006","2005-12-21","BOS",25
"722","2005-2006","2005-12-21","BRK",25
"723","2005-2006","2005-12-21","DEN",26
"724","2005-2006","2005-12-21","GSW",26
"725","2005-2006","2005-12-21","HOU",24
"726","2005-2006","2005-12-21","IND",23
"727","2005-2006","2005-12-21","LAC",25
"728","2005-2006","2005-12-21","MEM",24
"729","2005-2006","2005-12-21","MIN",23
"730","2005-2006","2005-12-21","NOH",25
"731","2005-2006","2005-12-21","NYK",24
"732","2005-2006","2005-12-21","ORL",23
"733","2005-2006","2005-12-21","PHI",26
"734","2005-2006","2005-12-21","POR",25
"735","2005-2006","2005-12-21","SAS",26
"736","2005-2006","2005-12-21","TOR",26
"737","2005-2006","2005-12-21","UTA",26
"738","2005-2006","2005-12-21","WAS",24
"739","2005-2006","2005-12-22","CHI",25
"740","2005-2006","2005-12-22","CLE",24
"741","2005-2006","2005-12-22","DAL",26
"742","2005-2006","2005-12-22","SAC",26
"743","2005-2006","2005-12-23","ATL",25
"744","2005-2006","2005-12-23","BRK",26
"745","2005-2006","2005-12-23","CHA",27
"746","2005-2006","2005-12-23","CHI",26
"747","2005-2006","2005-12-23","CLE",25
"748","2005-2006","2005-12-23","DAL",27
"749","2005-2006","2005-12-23","DEN",27
"750","2005-2006","2005-12-23","DET",24
"751","2005-2006","2005-12-23","GSW",27
"752","2005-2006","2005-12-23","HOU",25
"753","2005-2006","2005-12-23","IND",24
"754","2005-2006","2005-12-23","LAC",26
"755","2005-2006","2005-12-23","LAL",26
"756","2005-2006","2005-12-23","MEM",25
"757","2005-2006","2005-12-23","MIA",27
"758","2005-2006","2005-12-23","MIL",24
"759","2005-2006","2005-12-23","MIN",24
"760","2005-2006","2005-12-23","NOH",26
"761","2005-2006","2005-12-23","NYK",25
"762","2005-2006","2005-12-23","OKC",25
"763","2005-2006","2005-12-23","ORL",24
"764","2005-2006","2005-12-23","PHI",27
"765","2005-2006","2005-12-23","PHO",25
"766","2005-2006","2005-12-23","POR",26
"767","2005-2006","2005-12-23","SAS",27
"768","2005-2006","2005-12-23","TOR",27
"769","2005-2006","2005-12-23","UTA",27
"770","2005-2006","2005-12-23","WAS",25
"771","2005-2006","2005-12-25","DET",25
"772","2005-2006","2005-12-25","LAL",27
"773","2005-2006","2005-12-25","MIA",28
"774","2005-2006","2005-12-25","SAS",28
"775","2005-2006","2005-12-26","BOS",26
"776","2005-2006","2005-12-26","BRK",27
"777","2005-2006","2005-12-26","CHI",27
"778","2005-2006","2005-12-26","CLE",26
"779","2005-2006","2005-12-26","DAL",28
"780","2005-2006","2005-12-26","DEN",28
"781","2005-2006","2005-12-26","GSW",28
"782","2005-2006","2005-12-26","IND",25
"783","2005-2006","2005-12-26","LAL",28
"784","2005-2006","2005-12-26","MEM",26
"785","2005-2006","2005-12-26","MIL",25
"786","2005-2006","2005-12-26","MIN",25
"787","2005-2006","2005-12-26","NYK",26
"788","2005-2006","2005-12-26","OKC",26
"789","2005-2006","2005-12-26","ORL",25
"790","2005-2006","2005-12-26","PHO",26
"791","2005-2006","2005-12-26","POR",27
"792","2005-2006","2005-12-26","SAC",27
"793","2005-2006","2005-12-26","UTA",28
"794","2005-2006","2005-12-26","WAS",26
"795","2005-2006","2005-12-27","ATL",26
"796","2005-2006","2005-12-27","BRK",28
"797","2005-2006","2005-12-27","CHA",28
"798","2005-2006","2005-12-27","CLE",27
"799","2005-2006","2005-12-27","DEN",29
"800","2005-2006","2005-12-27","DET",26
"801","2005-2006","2005-12-27","HOU",26
"802","2005-2006","2005-12-27","IND",26
"803","2005-2006","2005-12-27","LAC",27
"804","2005-2006","2005-12-27","MIA",29
"805","2005-2006","2005-12-27","MIL",26
"806","2005-2006","2005-12-27","PHI",28
"807","2005-2006","2005-12-27","SAC",28
"808","2005-2006","2005-12-27","SAS",29
"809","2005-2006","2005-12-27","TOR",28
"810","2005-2006","2005-12-27","UTA",29
"811","2005-2006","2005-12-28","ATL",27
"812","2005-2006","2005-12-28","BOS",27
"813","2005-2006","2005-12-28","CHA",29
"814","2005-2006","2005-12-28","CHI",28
"815","2005-2006","2005-12-28","GSW",29
"816","2005-2006","2005-12-28","HOU",27
"817","2005-2006","2005-12-28","LAL",29
"818","2005-2006","2005-12-28","MEM",27
"819","2005-2006","2005-12-28","MIN",26
"820","2005-2006","2005-12-28","NOH",27
"821","2005-2006","2005-12-28","NYK",27
"822","2005-2006","2005-12-28","OKC",27
"823","2005-2006","2005-12-28","ORL",26
"824","2005-2006","2005-12-28","PHI",29
"825","2005-2006","2005-12-28","PHO",27
"826","2005-2006","2005-12-28","POR",28
"827","2005-2006","2005-12-28","TOR",29
"828","2005-2006","2005-12-28","WAS",27
"829","2005-2006","2005-12-29","DEN",30
"830","2005-2006","2005-12-29","DET",27
"831","2005-2006","2005-12-29","MIA",30
"832","2005-2006","2005-12-29","NOH",28
"833","2005-2006","2005-12-29","OKC",28
"834","2005-2006","2005-12-29","SAS",30
"835","2005-2006","2005-12-30","ATL",28
"836","2005-2006","2005-12-30","BOS",28
"837","2005-2006","2005-12-30","BRK",29
"838","2005-2006","2005-12-30","CHA",30
"839","2005-2006","2005-12-30","DAL",29
"840","2005-2006","2005-12-30","GSW",30
"841","2005-2006","2005-12-30","IND",27
"842","2005-2006","2005-12-30","MEM",28
"843","2005-2006","2005-12-30","MIA",31
"844","2005-2006","2005-12-30","MIL",27
"845","2005-2006","2005-12-30","MIN",27
"846","2005-2006","2005-12-30","NYK",28
"847","2005-2006","2005-12-30","ORL",27
"848","2005-2006","2005-12-30","PHO",28
"849","2005-2006","2005-12-30","POR",29
"850","2005-2006","2005-12-30","SAC",29
"851","2005-2006","2005-12-30","TOR",30
"852","2005-2006","2005-12-30","WAS",28
"853","2005-2006","2005-12-31","BOS",29
"854","2005-2006","2005-12-31","CHI",29
"855","2005-2006","2005-12-31","CLE",28
"856","2005-2006","2005-12-31","DAL",30
"857","2005-2006","2005-12-31","DEN",31
"858","2005-2006","2005-12-31","DET",28
"859","2005-2006","2005-12-31","GSW",31
"860","2005-2006","2005-12-31","HOU",28
"861","2005-2006","2005-12-31","LAC",28
"862","2005-2006","2005-12-31","MEM",29
"863","2005-2006","2005-12-31","NOH",29
"864","2005-2006","2005-12-31","OKC",29
"865","2005-2006","2005-12-31","PHI",30
"866","2005-2006","2005-12-31","PHO",29
"867","2005-2006","2005-12-31","SAS",31
"868","2005-2006","2005-12-31","UTA",30
"869","2005-2006","2006-01-01","LAC",29
"870","2005-2006","2006-01-01","LAL",30
"871","2005-2006","2006-01-01","MIA",32
"872","2005-2006","2006-01-01","MIN",28
"873","2005-2006","2006-01-01","POR",30
"874","2005-2006","2006-01-01","UTA",31
"875","2005-2006","2006-01-02","BOS",30
"876","2005-2006","2006-01-02","CHA",31
"877","2005-2006","2006-01-02","CHI",30
"878","2005-2006","2006-01-02","DEN",32
"879","2005-2006","2006-01-02","IND",28
"880","2005-2006","2006-01-02","MIL",28
"881","2005-2006","2006-01-02","NOH",30
"882","2005-2006","2006-01-02","NYK",29
"883","2005-2006","2006-01-02","OKC",30
"884","2005-2006","2006-01-02","PHO",30
"885","2005-2006","2006-01-03","ATL",29
"886","2005-2006","2006-01-03","DAL",31
"887","2005-2006","2006-01-03","DET",29
"888","2005-2006","2006-01-03","GSW",32
"889","2005-2006","2006-01-03","HOU",29
"890","2005-2006","2006-01-03","LAL",31
"891","2005-2006","2006-01-03","MEM",30
"892","2005-2006","2006-01-03","ORL",28
"893","2005-2006","2006-01-03","PHI",31
"894","2005-2006","2006-01-03","POR",31
"895","2005-2006","2006-01-03","SAC",30
"896","2005-2006","2006-01-03","TOR",31
"897","2005-2006","2006-01-03","UTA",32
"898","2005-2006","2006-01-03","WAS",29
"899","2005-2006","2006-01-04","BOS",31
"900","2005-2006","2006-01-04","CHA",32
"901","2005-2006","2006-01-04","CHI",31
"902","2005-2006","2006-01-04","CLE",29
"903","2005-2006","2006-01-04","DAL",32
"904","2005-2006","2006-01-04","DEN",33
"905","2005-2006","2006-01-04","IND",29
"906","2005-2006","2006-01-04","MIA",33
"907","2005-2006","2006-01-04","MIL",29
"908","2005-2006","2006-01-04","MIN",29
"909","2005-2006","2006-01-04","NOH",31
"910","2005-2006","2006-01-04","OKC",31
"911","2005-2006","2006-01-04","ORL",29
"912","2005-2006","2006-01-04","PHI",32
"913","2005-2006","2006-01-04","PHO",31
"914","2005-2006","2006-01-04","POR",32
"915","2005-2006","2006-01-04","SAS",32
"916","2005-2006","2006-01-04","TOR",32
"917","2005-2006","2006-01-05","CLE",30
"918","2005-2006","2006-01-05","GSW",33
"919","2005-2006","2006-01-05","HOU",30
"920","2005-2006","2006-01-05","IND",30
"921","2005-2006","2006-01-06","ATL",30
"922","2005-2006","2006-01-06","BOS",32
"923","2005-2006","2006-01-06","BRK",30
"924","2005-2006","2006-01-06","CHI",32
"925","2005-2006","2006-01-06","DAL",33
"926","2005-2006","2006-01-06","DEN",34
"927","2005-2006","2006-01-06","DET",30
"928","2005-2006","2006-01-06","HOU",31
"929","2005-2006","2006-01-06","LAC",30
"930","2005-2006","2006-01-06","LAL",32
"931","2005-2006","2006-01-06","MEM",31
"932","2005-2006","2006-01-06","MIA",34
"933","2005-2006","2006-01-06","MIL",30
"934","2005-2006","2006-01-06","MIN",30
"935","2005-2006","2006-01-06","NOH",32
"936","2005-2006","2006-01-06","NYK",30
"937","2005-2006","2006-01-06","OKC",32
"938","2005-2006","2006-01-06","ORL",30
"939","2005-2006","2006-01-06","PHI",33
"940","2005-2006","2006-01-06","PHO",32
"941","2005-2006","2006-01-06","POR",33
"942","2005-2006","2006-01-06","SAC",31
"943","2005-2006","2006-01-06","SAS",33
"944","2005-2006","2006-01-06","TOR",33
"945","2005-2006","2006-01-06","UTA",33
"946","2005-2006","2006-01-06","WAS",30
"947","2005-2006","2006-01-07","ATL",31
"948","2005-2006","2006-01-07","BOS",33
"949","2005-2006","2006-01-07","CHA",33
"950","2005-2006","2006-01-07","CHI",33
"951","2005-2006","2006-01-07","CLE",31
"952","2005-2006","2006-01-07","DAL",34
"953","2005-2006","2006-01-07","DET",31
"954","2005-2006","2006-01-07","LAC",31
"955","2005-2006","2006-01-07","LAL",33
"956","2005-2006","2006-01-07","MEM",32
"957","2005-2006","2006-01-07","MIL",31
"958","2005-2006","2006-01-07","MIN",31
"959","2005-2006","2006-01-07","NOH",33
"960","2005-2006","2006-01-07","ORL",31
"961","2005-2006","2006-01-07","PHO",33
"962","2005-2006","2006-01-07","SAS",34
"963","2005-2006","2006-01-07","UTA",34
"964","2005-2006","2006-01-07","WAS",31
"965","2005-2006","2006-01-08","BRK",31
"966","2005-2006","2006-01-08","DEN",35
"967","2005-2006","2006-01-08","HOU",32
"968","2005-2006","2006-01-08","IND",31
"969","2005-2006","2006-01-08","MIA",35
"970","2005-2006","2006-01-08","NYK",31
"971","2005-2006","2006-01-08","OKC",33
"972","2005-2006","2006-01-08","POR",34
"973","2005-2006","2006-01-08","SAC",32
"974","2005-2006","2006-01-08","TOR",34
"975","2005-2006","2006-01-09","BOS",34
"976","2005-2006","2006-01-09","CHI",34
"977","2005-2006","2006-01-09","DAL",35
"978","2005-2006","2006-01-09","IND",32
"979","2005-2006","2006-01-09","LAL",34
"980","2005-2006","2006-01-09","OKC",34
"981","2005-2006","2006-01-09","PHI",34
"982","2005-2006","2006-01-09","TOR",35
"983","2005-2006","2006-01-09","UTA",35
"984","2005-2006","2006-01-09","WAS",32
"985","2005-2006","2006-01-10","ATL",32
"986","2005-2006","2006-01-10","BOS",35
"987","2005-2006","2006-01-10","BRK",32
"988","2005-2006","2006-01-10","CHA",34
"989","2005-2006","2006-01-10","CLE",32
"990","2005-2006","2006-01-10","DEN",36
"991","2005-2006","2006-01-10","DET",32
"992","2005-2006","2006-01-10","HOU",33
"993","2005-2006","2006-01-10","LAC",32
"994","2005-2006","2006-01-10","MEM",33
"995","2005-2006","2006-01-10","MIL",32
"996","2005-2006","2006-01-10","MIN",32
"997","2005-2006","2006-01-10","NOH",34
"998","2005-2006","2006-01-10","NYK",32
"999","2005-2006","2006-01-10","ORL",32
"1000","2005-2006","2006-01-10","PHO",34
"1001","2005-2006","2006-01-10","SAC",33
"1002","2005-2006","2006-01-10","SAS",35
"1003","2005-2006","2006-01-11","ATL",33
"1004","2005-2006","2006-01-11","CHA",35
"1005","2005-2006","2006-01-11","CHI",35
"1006","2005-2006","2006-01-11","DAL",36
"1007","2005-2006","2006-01-11","GSW",34
"1008","2005-2006","2006-01-11","HOU",34
"1009","2005-2006","2006-01-11","IND",33
"1010","2005-2006","2006-01-11","LAL",35
"1011","2005-2006","2006-01-11","MIA",36
"1012","2005-2006","2006-01-11","MIL",33
"1013","2005-2006","2006-01-11","MIN",33
"1014","2005-2006","2006-01-11","NYK",33
"1015","2005-2006","2006-01-11","OKC",35
"1016","2005-2006","2006-01-11","ORL",33
"1017","2005-2006","2006-01-11","PHI",35
"1018","2005-2006","2006-01-11","POR",35
"1019","2005-2006","2006-01-11","SAC",34
"1020","2005-2006","2006-01-11","TOR",36
"1021","2005-2006","2006-01-11","UTA",36
"1022","2005-2006","2006-01-11","WAS",33
"1023","2005-2006","2006-01-12","CLE",33
"1024","2005-2006","2006-01-12","DET",33
"1025","2005-2006","2006-01-12","GSW",35
"1026","2005-2006","2006-01-12","LAL",36
"1027","2005-2006","2006-01-12","PHO",35
"1028","2005-2006","2006-01-12","SAS",36
"1029","2005-2006","2006-01-13","ATL",34
"1030","2005-2006","2006-01-13","BOS",36
"1031","2005-2006","2006-01-13","BRK",33
"1032","2005-2006","2006-01-13","CHA",36
"1033","2005-2006","2006-01-13","DEN",37
"1034","2005-2006","2006-01-13","IND",34
"1035","2005-2006","2006-01-13","MEM",34
"1036","2005-2006","2006-01-13","MIA",37
"1037","2005-2006","2006-01-13","MIL",34
"1038","2005-2006","2006-01-13","MIN",34
"1039","2005-2006","2006-01-13","NOH",35
"1040","2005-2006","2006-01-13","NYK",34
"1041","2005-2006","2006-01-13","OKC",36
"1042","2005-2006","2006-01-13","ORL",34
"1043","2005-2006","2006-01-13","PHI",36
"1044","2005-2006","2006-01-13","POR",36
"1045","2005-2006","2006-01-13","SAC",35
"1046","2005-2006","2006-01-13","WAS",34
"1047","2005-2006","2006-01-14","ATL",35
"1048","2005-2006","2006-01-14","BRK",34
"1049","2005-2006","2006-01-14","CHA",37
"1050","2005-2006","2006-01-14","CHI",36
"1051","2005-2006","2006-01-14","CLE",34
"1052","2005-2006","2006-01-14","DAL",37
"1053","2005-2006","2006-01-14","DEN",38
"1054","2005-2006","2006-01-14","DET",34
"1055","2005-2006","2006-01-14","GSW",36
"1056","2005-2006","2006-01-14","HOU",35
"1057","2005-2006","2006-01-14","IND",35
"1058","2005-2006","2006-01-14","LAC",33
"1059","2005-2006","2006-01-14","LAL",37
"1060","2005-2006","2006-01-14","MEM",35
"1061","2005-2006","2006-01-14","MIA",38
"1062","2005-2006","2006-01-14","MIL",35
"1063","2005-2006","2006-01-14","NOH",36
"1064","2005-2006","2006-01-14","OKC",37
"1065","2005-2006","2006-01-14","PHO",36
"1066","2005-2006","2006-01-14","SAS",37
"1067","2005-2006","2006-01-14","UTA",37
"1068","2005-2006","2006-01-14","WAS",35
"1069","2005-2006","2006-01-15","CLE",35
"1070","2005-2006","2006-01-15","NYK",35
"1071","2005-2006","2006-01-15","ORL",35
"1072","2005-2006","2006-01-15","POR",37
"1073","2005-2006","2006-01-15","SAC",36
"1074","2005-2006","2006-01-15","TOR",37
"1075","2005-2006","2006-01-16","ATL",36
"1076","2005-2006","2006-01-16","BOS",37
"1077","2005-2006","2006-01-16","BRK",35
"1078","2005-2006","2006-01-16","CHA",38
"1079","2005-2006","2006-01-16","CHI",37
"1080","2005-2006","2006-01-16","DAL",38
"1081","2005-2006","2006-01-16","DEN",39
"1082","2005-2006","2006-01-16","DET",35
"1083","2005-2006","2006-01-16","GSW",37
"1084","2005-2006","2006-01-16","HOU",36
"1085","2005-2006","2006-01-16","IND",36
"1086","2005-2006","2006-01-16","LAC",34
"1087","2005-2006","2006-01-16","LAL",38
"1088","2005-2006","2006-01-16","MEM",36
"1089","2005-2006","2006-01-16","MIA",39
"1090","2005-2006","2006-01-16","MIL",36
"1091","2005-2006","2006-01-16","MIN",35
"1092","2005-2006","2006-01-16","NOH",37
"1093","2005-2006","2006-01-16","NYK",36
"1094","2005-2006","2006-01-16","OKC",38
"1095","2005-2006","2006-01-16","PHI",37
"1096","2005-2006","2006-01-16","SAS",38
"1097","2005-2006","2006-01-16","UTA",38
"1098","2005-2006","2006-01-16","WAS",36
"1099","2005-2006","2006-01-17","PHO",37
"1100","2005-2006","2006-01-17","SAC",37
"1101","2005-2006","2006-01-17","TOR",38
"1102","2005-2006","2006-01-17","UTA",39
"1103","2005-2006","2006-01-18","ATL",37
"1104","2005-2006","2006-01-18","BOS",38
"1105","2005-2006","2006-01-18","BRK",36
"1106","2005-2006","2006-01-18","CHA",39
"1107","2005-2006","2006-01-18","CHI",38
"1108","2005-2006","2006-01-18","CLE",36
"1109","2005-2006","2006-01-18","DAL",39
"1110","2005-2006","2006-01-18","DEN",40
"1111","2005-2006","2006-01-18","DET",36
"1112","2005-2006","2006-01-18","HOU",37
"1113","2005-2006","2006-01-18","IND",37
"1114","2005-2006","2006-01-18","LAC",35
"1115","2005-2006","2006-01-18","MEM",37
"1116","2005-2006","2006-01-18","MIL",37
"1117","2005-2006","2006-01-18","MIN",36
"1118","2005-2006","2006-01-18","NOH",38
"1119","2005-2006","2006-01-18","NYK",37
"1120","2005-2006","2006-01-18","ORL",36
"1121","2005-2006","2006-01-18","PHI",38
"1122","2005-2006","2006-01-18","PHO",38
"1123","2005-2006","2006-01-18","POR",38
"1124","2005-2006","2006-01-18","SAS",39
"1125","2005-2006","2006-01-18","TOR",39
"1126","2005-2006","2006-01-18","WAS",37
"1127","2005-2006","2006-01-19","DET",37
"1128","2005-2006","2006-01-19","LAL",39
"1129","2005-2006","2006-01-19","NYK",38
"1130","2005-2006","2006-01-19","SAC",38
"1131","2005-2006","2006-01-20","ATL",38
